GEOID20,district
34021010019,1
34037100003,2
34035025013,3
34027100001,4
34013070C29,5
34017060303,6
34031005001,7
34001045001,8
34029090032,9
34005065017,10
34005100009,11
34005192006,12
34037100002,2
34037050001,2
34037035003,2
34037035001,2
34017060311,6
34037050002,2
34037075001,2
34037100001,2
34037050003,2
34037025001,2
34017060304,6
34017060302,6
34017060305,6
34005100004,11
34005100001,11
34005100018,11
34005100011,11
34017060310,6
34017015006,6
34037075002,2
34041030001,2
34017015001,6
34017060309,6
34017015002,6
34017060301,6
34017060307,6
34017060306,6
34005100010,11
34005100002,11
34005100012,11
34005100007,11
34005100003,11
34005100005,11
34007135006,11
34005100013,11
34005100014,11
34007135003,11
34007043041,11
34007135023,11
34005100015,11
34017060107,6
34017040102,6
34005100017,11
34007135017,11
34007135009,11
34005100006,11
34005040005,11
34007135014,11
34005100008,11
34007043004,11
34007135018,11
34005100019,11
34007040408,11
34007040407,11
34007040402,11
34007040401,11
34005115001,11
34007135013,11
34007043009,11
34007135019,11
34007040409,11
34007135012,11
34007043003,11
34007120002,11
34007135015,11
34007135002,11
34007135005,11
34007040406,11
34007040405,11
34005140004,11
34007120001,11
34007043008,11
34007135010,11
34007120003,11
34005115005,12
34037025002,2
34037035004,2
34037035002,2
34037115001,2
34037015001,2
34041045001,2
34037085001,2
34037025003,2
34041020001,2
34037025004,2
34037075005,2
34037075006,2
34041020005,2
34041020002,2
34041065001,2
34037075004,2
34037075003,2
34041020003,2
34037050004,2
34037065003,2
34017060108,6
34017060109,6
34017015003,6
34017060308,6
34017015004,6
34017060209,6
34017060204,6
34007043042,11
34007135011,11
34005115004,11
34007043023,11
34005140008,11
34007135007,11
34007040410,11
34007135008,11
34005040018,11
34007040403,11
34005040007,11
34007043048,11
34007135021,11
34007135001,11
34007040309,11
34007040302,11
34007135022,11
34007135024,11
34007135004,11
34007040301,11
34007040303,11
34007135020,11
34007040308,11
34007135016,11
34007040404,11
34007040307,11
34007040306,11
34007055004,11
34007040305,11
34007055011,11
34007055008,11
34005140003,11
34007080007,11
34005125006,11
34007040203,11
34007040304,11
34007043018,11
34007043024,11
34005040003,11
34007040102,11
34005192003,12
34005040020,11
34005192010,12
34007043015,11
34005192014,12
34007040103,11
34005192002,12
34005192005,12
34005100016,11
34007040201,11
34007043006,11
34007055001,11
34007055009,11
34007040202,11
34007040211,11
34007055012,11
34007185001,11
34007185002,11
34007080002,11
34007080003,11
34007040204,11
34007055002,11
34005040006,11
34005040008,11
34007040109,11
34005040019,11
34005140002,11
34007040104,11
34005115003,11
34007040108,11
34005140007,11
34007043012,11
34007040101,11
34007043032,11
34007080011,11
34007080005,11
34007085009,11
34007055010,11
34007040207,11
34007040210,11
34007040205,11
34007040206,11
34007040208,11
34007055005,11
34007040105,11
34007080013,11
34007055007,11
34007080009,11
34005040004,11
34007130001,11
34007080001,11
34007055006,11
34007043001,11
34007055003,11
34005140009,11
34005115002,11
34005125008,12
34005065027,10
34005065029,10
34005065019,10
34005065018,10
34005192015,12
34005192009,12
34005192004,12
34005192020,12
34005192001,12
34005192019,12
34005192016,12
34005192012,12
34005192007,12
34005192008,12
34005192030,12
34005030019,12
34017060207,6
34017040103,6
34017060106,6
34017040105,6
34017040101,6
34003065004,6
34017040104,6
34037040003,2
34041055002,2
34005065028,10
34005065031,10
34005065032,10
34005065020,10
34005140006,11
34007040209,11
34005040015,11
34007040106,11
34007040107,11
34005160002,11
34005140001,11
34007077102,11
34007077101,11
34007080015,11
34007040110,11
34007130004,11
34005140005,11
34007080014,11
34005115008,12
34005115007,11
34007080004,11
34007077103,11
34007085008,11
34005040002,11
34005040017,11
34005040016,11
34007080008,11
34007077201,11
34007043025,11
34007010001,11
34007080010,11
34007080006,11
34007130002,11
34007077202,11
34005160003,11
34007085010,11
34005125003,11
34007080012,11
34005065022,10
34005105007,10
34005125009,11
34007005005,11
34005105003,10
34005125007,11
34007175003,10
34007077203,11
34007170011,10
34007130003,11
34007170016,10
34007043017,11
34007175001,10
34005115010,11
34007175007,10
34005115006,11
34005040014,12
34007043011,11
34007043021,11
34005030002,12
34005160001,11
34005115011,11
34005030004,12
34007043002,11
34005192018,12
34007005007,11
34005192017,12
34007005006,11
34005030006,12
34005060005,12
34007085002,11
34005192032,12
34007085007,11
34005192011,12
34007077301,11
34005060006,12
34007005003,11
34005030007,12
34007005004,11
34005030005,12
34007005001,11
34005030003,12
34015105002,11
34005025401,12
34005030001,12
34005060007,12
34015100002,11
34015100008,11
34005192023,12
34015100009,11
34005060004,12
34015100015,11
34005060008,12
34005060002,12
34015100010,11
34005060003,12
34015060001,11
34005060001,12
34007077302,11
34005010002,12
34005010003,12
34015060004,11
34005025402,12
34015100003,11
34005192024,12
34007125002,11
34005192033,12
34005192026,12
34015060002,11
34005192022,12
34007005002,11
34005025403,12
34007005008,11
34005025203,12
34005010001,12
34007125001,11
34005030009,12
34007035001,11
34007043020,11
34007043014,11
34005125001,11
34007085006,11
34007043007,11
34015100007,11
34007043031,11
34015105003,11
34015060003,11
34015100005,11
34015110301,11
34015110102,11
34007125004,11
34007020006,11
34007020005,11
34015110304,11
34015110303,11
34015100016,11
34007090004,11
34015100013,11
34015100006,11
34007090005,11
34015010007,11
34015105001,11
34015100014,11
34015110302,11
34007043013,11
34005040012,11
34005040010,11
34015100011,11
34007043035,11
34007020003,11
34015110103,11
34005040013,12
34007085001,11
34015100019,11
34007125003,11
34005125017,11
34007085003,11
34015110101,11
34015100017,11
34015100004,11
34015100018,11
34007043022,11
34015100001,11
34005125013,11
34007170006,10
34007030002,10
34005065010,10
34005065016,10
34007175002,10
34005105016,10
34007030001,10
34005065015,10
34007025001,10
34005105011,10
34007175005,10
34005065011,10
34007170009,10
34005065026,10
34007180203,10
34007175008,10
34007175006,10
34005125015,11
34015015001,11
34015070004,11
34015070001,11
34005125011,11
34005030008,12
34005045006,12
34005192021,12
34005025202,12
34005192013,12
34005192025,12
34005030013,12
34005115013,12
34005115012,12
34005125010,11
34015010013,11
34015115004,11
34015100012,11
34015050012,11
34015035005,11
34015110201,11
34015110203,11
34015110202,11
34015115001,11
34015070003,11
34005040009,11
34015115003,11
34015015007,11
34015015002,11
34015070005,11
34005040011,12
34015115002,11
34015110204,11
34007090006,11
34015010015,11
34015050002,11
34007020004,11
34015010005,11
34015010017,11
34015010012,11
34015050004,11
34005115009,11
34007090001,11
34007085005,11
34015010011,11
34015015004,11
34007020002,11
34015035004,11
34015070002,11
34005115014,12
34005125022,11
34015010018,11
34007090002,11
34005115016,12
34015050003,11
34015035003,11
34005115015,12
34015010019,11
34005125020,11
34017040204,6
34017060208,6
34017060104,6
34017060105,6
34017015005,6
34017060206,6
34017040205,6
34003065001,6
34003030004,6
34017060203,6
34005065025,10
34007170010,10
34007170015,10
34007030003,10
34005105013,10
34005165003,10
34007180205,10
34007025005,10
34007180106,10
34005105005,10
34005105008,10
34005105015,10
34007170003,10
34007170014,10
34007025002,10
34007180401,10
34005105004,10
34005165002,10
34001040018,8
34005125019,11
34005025302,12
34005025303,12
34005025103,12
34005030011,12
34005030012,12
34005030014,12
34005045005,12
34005025201,12
34005025102,12
34005025301,12
34005025101,12
34005155001,12
34005192031,12
34005045004,12
34005030018,12
34005030016,12
34005030010,12
34005030017,12
34005050204,12
34005045003,12
34005050203,12
34005075203,12
34005075301,12
34005075302,12
34005075303,12
34005075202,12
34005075103,12
34005095003,12
34005075201,12
34005075102,12
34005075101,12
34005095004,12
34015015005,11
34005095005,12
34015015003,11
34005095002,12
34015050008,11
34015050007,11
34007150006,11
34007043044,11
34007015001,11
34015035001,11
34007090003,11
34015035006,11
34015050009,11
34005125014,11
34015015006,11
34015040008,11
34005125023,11
34005065003,11
34005065001,11
34007090007,11
34005125027,11
34015035002,11
34015050010,11
34015040003,11
34007043045,11
34005080003,12
34007020001,11
34015050011,11
34007150002,11
34007150003,11
34007150004,11
34007043027,11
34007043037,11
34015120003,11
34015045004,11
34015010021,11
34007015003,11
34015010006,11
34015120005,11
34007015005,11
34015045003,11
34015010020,11
34007020007,11
34007075002,11
34015010002,11
34015010004,11
34015010010,11
34005125005,12
34005050301,11
34015050001,11
34015075004,11
34005125021,11
34015040007,11
34007075022,11
34015120002,11
34005080002,12
34029090036,9
34029035058,9
34005020001,12
34001030101,8
34009055001,8
34001040004,8
34005070001,12
34005015101,12
34021015014,12
34001115002,8
34001115001,8
34021015029,12
34011045001,8
34001060001,8
34005065021,11
34007110009,10
34007150005,11
34007025004,10
34015010016,11
34005110003,10
34015095003,11
34007150001,11
34007025003,10
34015075002,11
34007065002,10
34015075001,11
34007045001,10
34009055008,8
34015075006,11
34011050102,8
34005105012,10
34015075005,11
34009055006,8
34005110004,10
34015050005,11
34011050104,8
34005165001,10
34015095002,11
34007050003,10
34007015002,11
34009055007,8
34009080002,8
34015010001,11
34007140003,10
34009055012,8
34005115017,12
34011010004,8
34007180201,10
34015075003,11
34001040003,8
34015095001,11
34007043010,11
34007180306,10
34011070608,8
34015075007,11
34007075034,10
34007043026,11
34007110005,10
34001040002,8
34005050306,12
34009055002,8
34005125024,12
34011010002,8
34007180403,10
34009020003,8
34011070607,8
34005105010,10
34005105002,10
34001040021,8
34007180104,10
34001040001,8
34007180202,10
34007180103,10
34005180003,10
34029090037,9
34029090002,9
34021015011,12
34021015024,12
34005015103,12
34005015102,12
34021015012,12
34015030011,11
34015050006,11
34021055S08,12
34015090001,11
34015010022,11
34021015005,12
34015010009,11
34007043040,11
34021015063,12
34007043019,11
34015030009,11
34015030007,11
34005080005,12
34015010014,11
34007085004,11
34015120004,11
34015040005,11
34015010003,11
34007075013,11
34015045001,11
34033035001,11
34015085001,11
34005125026,12
34007075019,10
34005050303,11
34005065024,10
34005050305,12
34005125025,11
34015120006,11
34001065003,10
34015045002,11
34007175004,10
34015040009,11
34007043034,10
34015040002,11
34007170013,10
34007075003,11
34007075040,11
34007170017,10
34007170008,10
34015040006,8
34005040001,11
34007180405,10
34007075035,10
34015120007,11
34015120001,11
34007180404,10
34007075021,11
34007180305,10
34015040001,11
34007180303,10
34015085002,11
34015080003,8
34007140005,10
34015120008,11
34007140002,10
34005050304,11
34033000705,11
34007075031,10
34007075036,10
34007075012,11
34005110001,10
34007075011,11
34005110002,10
34007075026,11
34007075018,10
34007075016,11
34007050002,10
34005050302,12
34033000704,11
34007145001,10
34007180402,10
34033007001,11
34007180304,10
34033040001,11
34005105014,10
34033004002,11
34001065004,10
34033004003,11
34015090005,11
34015040004,11
34015030013,11
34005065005,11
34007075004,11
34015010008,11
34007075001,11
34015030008,11
34005125018,11
34005125004,11
34029090031,9
34029090038,9
34029035030,9
34029090004,9
34029090023,9
34029035045,9
34029090003,9
34029035048,9
34029090005,9
34029090015,9
34029070032,9
34029035047,9
34029035006,9
34005015301,12
34021055S03,12
34029070033,9
34029090033,9
34021015023,12
34029090024,9
34021055S09,12
34029065001,9
34021055S06,12
34029055004,9
34021055S07,12
34021055S02,12
34021015018,12
34021055S04,12
34021055S01,12
34021015004,12
34011050103,8
34021055N09,12
34011050402,8
34021015038,12
34011050202,8
34021015006,12
34011045002,8
34001105104,8
34001090101,8
34001105203,8
34005125012,11
34011050501,8
34005080001,12
34005090005,12
34001090102,8
34001105103,8
34005065007,11
34001105201,8
34009055014,8
34007043038,11
34011050403,8
34005065002,11
34007115003,11
34011050101,8
34015080002,11
34009020008,8
34011010003,8
34007015004,11
34001060007,8
34015090006,11
34011070610,8
34007075009,11
34005050101,11
34011070604,8
34005050102,12
34005155004,12
34007075024,11
34011070609,8
34015080001,11
34011070601,8
34007160004,11
34001070101,8
34007075025,11
34001070203,8
34015090004,11
34001070201,8
34007075015,11
34001040007,8
34015090009,11
34011010001,8
34005080004,12
34001090103,8
34015030012,11
34001105102,8
34015090017,11
34001070202,8
34015090003,11
34009080001,8
34015090016,11
34009040201,8
34015090019,11
34011070606,8
34033000703,11
34001105204,8
34015090018,11
34001105101,8
34015090029,11
34001105202,8
34015090002,11
34011070602,8
34015090014,11
34015090020,11
34009055003,8
34015090008,11
34009055013,8
34001070102,8
34033000702,11
34001040006,8
34015030010,11
34001040022,8
34015090013,11
34005125016,11
34009040403,8
34009040301,8
34009055015,8
34007075005,11
34009055010,8
34009040103,8
34007075007,11
34001040019,8
34005050205,12
34005155003,11
34001060003,8
34005105006,11
34001060008,8
34029070042,9
34009040104,8
34005090001,11
34001060005,8
34029070006,9
34009040303,8
34009055005,8
34001040005,8
34011070603,8
34001060013,8
34011070605,8
34009055009,8
34029055019,9
34001065006,10
34009020005,8
34011070502,8
34029070026,9
34007065001,10
34001040011,8
34005165004,10
34029070012,9
34007180102,10
34009040101,8
34009020004,8
34009020006,8
34007180301,10
34009020001,8
34001025001,8
34007110007,10
34011070505,8
34001025002,8
34029070005,9
34007180302,10
34001040012,8
34007110004,10
34029055022,9
34011020002,8
34001095204,8
34029070007,9
34001090201,8
34007170007,10
34001090104,8
34015055213,10
34001090202,8
34007180105,10
34011070406,8
34029070038,9
34029070041,9
34007180204,10
34011050503,8
34015055201,10
34029055011,9
34015055209,10
34011050506,8
34015055216,10
34029055018,9
34011070506,8
34009020007,8
34015055319,10
34009020002,8
34029055026,9
34015055312,10
34001040013,8
34029070039,9
34009055004,8
34001065007,10
34011050201,8
34001080003,8
34007180101,10
34021015008,12
34021055E09,12
34007170019,10
34029070017,9
34007110003,10
34021015046,12
34015055421,10
34029055006,9
34021015022,12
34015055415,10
34021015037,12
34029055016,9
34005020002,12
34015055318,10
34021055S05,12
34029055005,9
34015055203,10
34029070016,9
34007043047,10
34005020003,12
34015055405,10
34005015201,12
34029055015,9
34005105001,10
34005020007,12
34015055408,10
34029055003,9
34015055210,10
34015055120,10
34007075029,10
34005090007,11
34005020005,12
34015055124,10
34021055N06,12
34005065012,10
34015055302,10
34015090012,11
34021015039,12
34015090011,11
34021015064,12
34001065005,10
34015090010,11
34021015015,12
34005155008,12
34005185001,10
34005050105,12
34005065030,11
34021055E05,12
34015090030,11
34015090033,11
34015090031,11
34005030015,12
34015090032,11
34021055E03,12
34005050106,11
34005155007,12
34021055E08,12
34005065009,11
34005065013,11
34021015053,12
34005105017,12
34005095001,12
34015090023,11
34005095006,12
340210055E7,12
34015090024,11
34015090038,11
34005095008,12
34021015051,12
34015055123,11
34005192028,12
34005192029,12
34015055107,11
34005192027,12
34021015048,12
34005192034,12
34015055117,11
34005192035,12
34015055214,11
34021015054,12
34015055326,11
34015055404,11
34015055411,11
34015055425,11
34001025003,11
34001020002,11
34001020001,11
34011070407,11
34011070404,8
34001060006,11
34029055001,9
34029070004,9
34029070037,9
34029070027,9
34029055007,9
34029070014,9
34029070011,9
34029055021,9
34029070036,9
34029070015,9
34029070022,9
34029055008,9
34025095008,9
34029035062,9
34029070043,9
34029035052,9
34029070029,9
34029070018,9
34029070021,9
34001060012,11
34029035059,9
34029070001,9
34001085101,11
34005020004,12
34021055N12,12
34029055002,9
34021015035,12
34029055027,9
34021015059,12
34029055031,9
34029055032,9
34005175001,12
34029055012,9
34029055025,9
34029055010,9
34029055030,9
34029070028,9
34029070008,9
34029070040,9
34005175003,12
34025080011,9
34029055023,9
34029090034,9
34029035024,9
34029035049,9
34029070019,9
34029070020,9
34029035043,9
34029070023,9
34025095024,9
34025095006,9
34025095025,9
34011050401,8
34025095030,9
34011050502,8
34025095016,9
34011040001,8
34025095017,9
34011ZZZZZZ,8
34011020001,8
34029055009,9
34011050301,8
34001095203,8
34029030016,9
34029035022,9
34001110003,8
34029070010,9
34001080001,8
34001080004,8
34001075001,8
34009040302,8
34009040401,8
34001110005,8
34029070009,9
34009040105,8
34001040017,8
34005020006,12
34029070013,9
34009040202,8
34009040305,8
34021015041,12
34009045001,8
34009040404,8
34021015017,12
34001090204,8
34009045004,8
34009055011,8
34029035023,9
34009040203,8
34021015055,12
34001110004,8
34029055013,9
34021015047,12
34009040204,8
34009005001,8
34029035014,9
34009040102,8
34021015060,12
34001090203,8
34029035025,9
34009040402,8
34005190001,12
34029035021,9
34009040405,8
34009045002,8
34001010602,8
34029035044,9
34009005002,8
34005035001,12
34009005003,8
34029035050,9
34009030002,8
34029035051,9
34009050001,8
34009050002,8
34009040304,8
34029035063,9
34011025003,8
34029035037,9
34009045003,8
34009035101,8
34029035013,9
34009035102,8
34009035103,8
34029035056,9
34009035104,8
34009030016,8
34009040205,8
34005020008,12
34029090028,9
34009035201,8
34009035202,8
34029035036,9
34009035203,8
34009035204,8
34009140001,8
34021015027,12
34029090022,9
34009140002,8
34029090039,9
34021015020,12
34009065001,8
34009140003,8
34021015026,12
34029030057,9
34009140004,8
34029035010,9
34009030013,8
34009140005,8
34029090027,9
34009075001,8
34029070002,9
34009075002,8
34009075003,8
34009075004,8
34009025302,8
34009030001,8
34029070035,9
34009030018,8
34009030003,8
34009030017,8
34025095011,9
34009030005,8
34005180005,10
34025095031,9
34009030006,8
34007170002,10
34009030015,8
34029055014,9
34007170018,10
34009030007,8
34025095019,9
34009030004,8
34007100001,10
34009030009,8
34025095026,9
34009030010,8
34005180004,10
34009030008,8
34025095023,9
34005170003,10
34009030011,8
34029070034,9
34005170006,10
34009030012,8
34025095003,9
34009030014,8
34029070030,9
34005170005,10
34029030050,9
34009025108,8
34005180002,10
34009025101,8
34005180001,10
34009025102,8
34007110002,10
34009025103,8
34009025104,8
34009025105,8
34007043043,10
34009025106,8
34007043028,10
34009025109,8
34009025208,8
34007170004,10
34009025107,8
34009025201,8
34009025202,8
34007170005,10
34009025209,8
34009025206,8
34009025203,8
34007140006,10
34009025204,8
34009025207,8
34009025307,8
34007160005,10
34009025210,8
34009025308,8
34005150014,10
34009025205,8
34007075030,10
34009025303,8
34009010003,8
34009060001,8
34007100002,10
34009010002,8
34001042203,10
34009010005,8
34007050001,10
34009025306,8
34009010004,8
34009010001,8
34009060002,8
34001055002,10
34009025309,8
34009015001,8
34009075005,8
34009025305,8
34001100201,10
34009025304,8
34009025301,8
34011050303,8
34001050001,11
34011050504,8
34001065002,10
34001060010,8
34001065001,11
34011030001,8
34011050302,8
34011025001,8
34001085201,11
34011070205,8
34011070401,11
34011050505,8
34011070405,11
34001040020,8
34001085301,11
34001042103,10
34033020002,8
34001042202,11
34001095202,8
34001055004,11
34001055013,11
34011005203,8
34011005202,8
34009ZZZZZZ,8
34011015001,8
34011035003,8
34011005305,8
34011005304,8
34011005303,8
34001010401,8
34001080002,8
34021010008,1
34011005201,8
34021010021,1
34001110002,8
34021010018,1
34033020001,8
34001010403,8
34021010024,1
34011070204,8
34021010026,1
34011025002,8
34021030009,1
34011005302,8
34011035002,8
34011005101,8
34011055001,8
34011005402,8
34001010604,8
34033050004,8
34001010303,8
34001010502,8
34011025004,8
34001110001,8
34021055E01,12
34001010304,8
34021015061,12
34001010202,8
34021015057,12
34005175002,12
34001010203,8
34021015045,12
34001010104,8
34021015009,12
34021030001,1
34001010101,8
34005055007,12
34001015401,8
34021015002,12
34021015042,12
34001015301,8
34021015043,12
34021055N02,12
34001015201,8
34021055N08,12
34001010301,8
34005055003,12
34001010601,8
34021015062,12
34005035002,12
34001010603,8
34033055002,8
34021015031,12
34011005301,8
34001010404,8
34021015010,12
34021015003,12
34011070203,8
34021015056,12
34001010201,8
34021015036,12
34021015030,12
34011060001,8
34021060004,12
34001010501,8
34021055N03,12
34011005401,8
34021055N07,12
34029025409,9
34011070206,8
34021015040,12
34029035018,9
34021015021,12
34029035040,9
34001010302,8
34005115019,12
34029070025,9
34021060006,12
34001095103,8
34021015033,12
34001005201,8
34005055004,12
34029035001,9
34021015034,12
34001005101,8
34029030029,9
34005055002,12
34001005102,8
34029030034,9
34021015049,12
34001005103,8
34021055E06,12
34029035004,9
34001005203,8
34021060001,12
34001010103,8
34029035060,9
34001010102,8
34029035039,9
34011005501,8
34029035057,9
34029030043,9
34001095201,8
34029030020,9
34029030013,9
34001010402,8
34029030046,9
34001055015,8
34025095007,9
34001055006,8
34025095022,9
34011065002,8
34025095018,9
34001040009,8
34029035028,9
34029030030,9
34029030023,9
34025095009,9
34001055003,8
34025095014,9
34033050005,8
34029030028,9
34029070003,9
34011065003,8
34029070031,9
34029030006,9
34011070106,8
34033050003,8
34029090029,9
34029055033,9
34015025007,8
34025095028,9
34015025008,8
34025095021,9
34001040010,8
34029090021,9
34029030039,9
34011035001,8
34029090010,9
34001005202,8
34025095012,9
34001040008,8
34029035002,9
34025095020,9
34025080016,9
34011070202,8
34033001501,8
34025080007,9
34001095101,8
34011070301,8
34005005001,10
34001095102,8
34025080008,9
34029080002,10
34025080014,9
34029080013,10
34001095104,8
34025080004,9
34029030003,9
34029080009,10
34029025308,9
34033050001,8
34029080007,10
34001060009,11
34029035015,9
34029080011,10
34011065004,8
34025095013,9
34029080012,10
34033050002,8
34001055007,10
34029035034,10
34029080004,10
34011070104,8
34029035009,9
34015025003,8
34029160001,10
34029025421,9
34001055012,11
34029055028,9
34021010002,1
34015065001,8
34029025137,9
34029080001,10
34021010001,1
34021010020,1
34029160002,10
34029020001,9
34001ZZZZZZ,8
34021030002,1
34005170004,10
34029110001,9
34021030010,1
34029025422,9
34029025415,9
34007170012,10
34025080022,9
34021035021,1
34029025412,9
34007043036,10
34021010014,1
34029025319,9
34021030003,1
34029035003,9
34005150009,10
34029025327,9
34005150013,9
34029025313,9
34029150005,10
34029025417,9
34029025410,9
34029025423,9
34029150011,10
34029025424,9
34029025425,9
34029150007,10
34029025418,9
34029025326,9
34029150008,10
34029025428,9
34029025438,9
34029150020,10
34029025414,9
34029090016,9
34029150009,10
34029115002,12
34029150010,10
34029150014,10
34029090040,9
34029150021,10
34029150017,10
34029090025,9
34029150015,10
34029090009,9
